MISO Hourly Temperatures (Fahrenheit) in Major Cities
Hourly temperature data for major cities
Source: EIA collected from NOAA
Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),UTC Timestamp (Interval Ending),Local Timestamp Eastern Standard Time (Interval Beginning),Local Timestamp Eastern Standard Time (Interval Ending),Local Date,Hour Number
64.9,2020-05-29 21:54:00,60.1,2020-05-29 21:53:00,79.0,2020-05-29 21:53:00,2020-05-30 03:00:00,2020-05-29 21:00:00,2020-05-29 22:00:00,2020-05-29,22
63.0,2020-05-29 22:54:00,60.1,2020-05-29 22:53:00,79.0,2020-05-29 22:53:00,2020-05-30 04:00:00,2020-05-29 22:00:00,2020-05-29 23:00:00,2020-05-29,23
62.1,2020-05-29 23:54:00,57.0,2020-05-29 23:53:00,75.9,2020-05-29 23:53:00,2020-05-30 05:00:00,2020-05-29 23:00:00,2020-05-30 00:00:00,2020-05-29,24
62.1,2020-05-30 00:54:00,55.0,2020-05-30 00:53:00,77.0,2020-05-30 00:53:00,2020-05-30 06:00:00,2020-05-30 00:00:00,2020-05-30 01:00:00,2020-05-30,1
59.0,2020-05-30 01:54:00,54.0,2020-05-30 01:53:00,77.0,2020-05-30 01:53:00,2020-05-30 07:00:00,2020-05-30 01:00:00,2020-05-30 02:00:00,2020-05-30,2
57.9,2020-05-30 02:54:00,53.1,2020-05-30 02:53:00,75.9,2020-05-30 02:53:00,2020-05-30 08:00:00,2020-05-30 02:00:00,2020-05-30 03:00:00,2020-05-30,3
55.0,2020-05-30 03:54:00,52.0,2020-05-30 03:53:00,75.9,2020-05-30 03:53:00,2020-05-30 09:00:00,2020-05-30 03:00:00,2020-05-30 04:00:00,2020-05-30,4
55.0,2020-05-30 04:54:00,51.1,2020-05-30 04:53:00,75.9,2020-05-30 04:53:00,2020-05-30 10:00:00,2020-05-30 04:00:00,2020-05-30 05:00:00,2020-05-30,5
54.0,2020-05-30 05:54:00,50.0,2020-05-30 05:53:00,75.0,2020-05-30 05:53:00,2020-05-30 11:00:00,2020-05-30 05:00:00,2020-05-30 06:00:00,2020-05-30,6
60.1,2020-05-30 06:54:00,53.1,2020-05-30 06:53:00,77.0,2020-05-30 06:53:00,2020-05-30 12:00:00,2020-05-30 06:00:00,2020-05-30 07:00:00,2020-05-30,7
63.0,2020-05-30 07:54:00,55.0,2020-05-30 07:53:00,82.0,2020-05-30 07:53:00,2020-05-30 13:00:00,2020-05-30 07:00:00,2020-05-30 08:00:00,2020-05-30,8
64.9,2020-05-30 08:54:00,57.0,2020-05-30 08:53:00,84.0,2020-05-30 08:53:00,2020-05-30 14:00:00,2020-05-30 08:00:00,2020-05-30 09:00:00,2020-05-30,9
66.0,2020-05-30 09:54:00,60.1,2020-05-30 09:53:00,84.9,2020-05-30 09:53:00,2020-05-30 15:00:00,2020-05-30 09:00:00,2020-05-30 10:00:00,2020-05-30,10
68.0,2020-05-30 10:54:00,61.0,2020-05-30 10:53:00,87.1,2020-05-30 10:53:00,2020-05-30 16:00:00,2020-05-30 10:00:00,2020-05-30 11:00:00,2020-05-30,11
70.0,2020-05-30 11:54:00,62.1,2020-05-30 11:53:00,87.1,2020-05-30 11:53:00,2020-05-30 17:00:00,2020-05-30 11:00:00,2020-05-30 12:00:00,2020-05-30,12
70.0,2020-05-30 12:54:00,64.9,2020-05-30 12:53:00,88.0,2020-05-30 12:53:00,2020-05-30 18:00:00,2020-05-30 12:00:00,2020-05-30 13:00:00,2020-05-30,13
72.0,2020-05-30 13:54:00,66.0,2020-05-30 13:53:00,89.1,2020-05-30 13:53:00,2020-05-30 19:00:00,2020-05-30 13:00:00,2020-05-30 14:00:00,2020-05-30,14
72.0,2020-05-30 14:54:00,66.0,2020-05-30 14:53:00,91.0,2020-05-30 14:53:00,2020-05-30 20:00:00,2020-05-30 14:00:00,2020-05-30 15:00:00,2020-05-30,15
72.0,2020-05-30 15:54:00,66.9,2020-05-30 15:53:00,91.9,2020-05-30 15:53:00,2020-05-30 21:00:00,2020-05-30 15:00:00,2020-05-30 16:00:00,2020-05-30,16
72.0,2020-05-30 16:54:00,66.9,2020-05-30 16:53:00,90.0,2020-05-30 16:53:00,2020-05-30 22:00:00,2020-05-30 16:00:00,2020-05-30 17:00:00,2020-05-30,17
72.0,2020-05-30 17:54:00,68.0,2020-05-30 17:53:00,89.1,2020-05-30 17:53:00,2020-05-30 23:00:00,2020-05-30 17:00:00,2020-05-30 18:00:00,2020-05-30,18
71.1,2020-05-30 18:54:00,66.9,2020-05-30 18:53:00,77.0,2020-05-30 18:53:00,2020-05-31 00:00:00,2020-05-30 18:00:00,2020-05-30 19:00:00,2020-05-30,19
69.1,2020-05-30 19:54:00,64.0,2020-05-30 19:53:00,77.0,2020-05-30 19:53:00,2020-05-31 01:00:00,2020-05-30 19:00:00,2020-05-30 20:00:00,2020-05-30,20
66.9,2020-05-30 20:54:00,61.0,2020-05-30 20:53:00,78.1,2020-05-30 20:53:00,2020-05-31 02:00:00,2020-05-30 20:00:00,2020-05-30 21:00:00,2020-05-30,21
64.0,2020-05-30 21:54:00,59.0,2020-05-30 21:53:00,77.0,2020-05-30 21:53:00,2020-05-31 03:00:00,2020-05-30 21:00:00,2020-05-30 22:00:00,2020-05-30,22
63.0,2020-05-30 22:54:00,57.0,2020-05-30 22:53:00,77.0,2020-05-30 22:53:00,2020-05-31 04:00:00,2020-05-30 22:00:00,2020-05-30 23:00:00,2020-05-30,23
62.1,2020-05-30 23:54:00,54.0,2020-05-30 23:53:00,79.0,2020-05-30 23:53:00,2020-05-31 05:00:00,2020-05-30 23:00:00,2020-05-31 00:00:00,2020-05-30,24
61.0,2020-05-31 00:54:00,55.0,2020-05-31 00:53:00,77.0,2020-05-31 00:53:00,2020-05-31 06:00:00,2020-05-31 00:00:00,2020-05-31 01:00:00,2020-05-31,1
60.1,2020-05-31 01:54:00,51.1,2020-05-31 01:53:00,75.9,2020-05-31 01:53:00,2020-05-31 07:00:00,2020-05-31 01:00:00,2020-05-31 02:00:00,2020-05-31,2
59.0,2020-05-31 02:54:00,51.1,2020-05-31 02:53:00,75.9,2020-05-31 02:53:00,2020-05-31 08:00:00,2020-05-31 02:00:00,2020-05-31 03:00:00,2020-05-31,3
55.9,2020-05-31 03:54:00,48.0,2020-05-31 03:53:00,78.1,2020-05-31 03:53:00,2020-05-31 09:00:00,2020-05-31 03:00:00,2020-05-31 04:00:00,2020-05-31,4
54.0,2020-05-31 04:54:00,46.9,2020-05-31 04:53:00,81.0,2020-05-31 04:53:00,2020-05-31 10:00:00,2020-05-31 04:00:00,2020-05-31 05:00:00,2020-05-31,5
54.0,2020-05-31 05:54:00,48.9,2020-05-31 05:53:00,80.1,2020-05-31 05:53:00,2020-05-31 11:00:00,2020-05-31 05:00:00,2020-05-31 06:00:00,2020-05-31,6
57.0,2020-05-31 06:54:00,51.1,2020-05-31 06:53:00,81.0,2020-05-31 06:53:00,2020-05-31 12:00:00,2020-05-31 06:00:00,2020-05-31 07:00:00,2020-05-31,7
60.1,2020-05-31 07:54:00,55.0,2020-05-31 07:53:00,82.0,2020-05-31 07:53:00,2020-05-31 13:00:00,2020-05-31 07:00:00,2020-05-31 08:00:00,2020-05-31,8
63.0,2020-05-31 08:54:00,59.0,2020-05-31 08:53:00,82.0,2020-05-31 08:53:00,2020-05-31 14:00:00,2020-05-31 08:00:00,2020-05-31 09:00:00,2020-05-31,9
64.9,2020-05-31 09:54:00,63.0,2020-05-31 09:53:00,82.9,2020-05-31 09:53:00,2020-05-31 15:00:00,2020-05-31 09:00:00,2020-05-31 10:00:00,2020-05-31,10
66.0,2020-05-31 10:54:00,64.9,2020-05-31 10:53:00,86.0,2020-05-31 10:53:00,2020-05-31 16:00:00,2020-05-31 10:00:00,2020-05-31 11:00:00,2020-05-31,11
66.9,2020-05-31 11:54:00,66.9,2020-05-31 11:53:00,87.1,2020-05-31 11:53:00,2020-05-31 17:00:00,2020-05-31 11:00:00,2020-05-31 12:00:00,2020-05-31,12
68.0,2020-05-31 12:54:00,69.1,2020-05-31 12:53:00,88.0,2020-05-31 12:53:00,2020-05-31 18:00:00,2020-05-31 12:00:00,2020-05-31 13:00:00,2020-05-31,13
69.1,2020-05-31 13:54:00,70.0,2020-05-31 13:53:00,87.1,2020-05-31 13:53:00,2020-05-31 19:00:00,2020-05-31 13:00:00,2020-05-31 14:00:00,2020-05-31,14
70.0,2020-05-31 14:54:00,73.0,2020-05-31 14:53:00,88.0,2020-05-31 14:53:00,2020-05-31 20:00:00,2020-05-31 14:00:00,2020-05-31 15:00:00,2020-05-31,15
71.1,2020-05-31 15:54:00,75.0,2020-05-31 15:53:00,90.0,2020-05-31 15:53:00,2020-05-31 21:00:00,2020-05-31 15:00:00,2020-05-31 16:00:00,2020-05-31,16
71.1,2020-05-31 16:54:00,75.0,2020-05-31 16:53:00,89.1,2020-05-31 16:53:00,2020-05-31 22:00:00,2020-05-31 16:00:00,2020-05-31 17:00:00,2020-05-31,17
70.0,2020-05-31 17:54:00,75.9,2020-05-31 17:53:00,87.1,2020-05-31 17:53:00,2020-05-31 23:00:00,2020-05-31 17:00:00,2020-05-31 18:00:00,2020-05-31,18
69.1,2020-05-31 18:54:00,75.9,2020-05-31 18:53:00,86.0,2020-05-31 18:53:00,2020-06-01 00:00:00,2020-05-31 18:00:00,2020-05-31 19:00:00,2020-05-31,19
66.0,2020-05-31 19:54:00,75.0,2020-05-31 19:53:00,84.0,2020-05-31 19:53:00,2020-06-01 01:00:00,2020-05-31 19:00:00,2020-05-31 20:00:00,2020-05-31,20
64.0,2020-05-31 20:54:00,75.0,2020-05-31 20:53:00,82.9,2020-05-31 20:53:00,2020-06-01 02:00:00,2020-05-31 20:00:00,2020-05-31 21:00:00,2020-05-31,21
64.0,2020-05-31 21:54:00,73.9,2020-05-31 21:53:00,82.9,2020-05-31 21:53:00,2020-06-01 03:00:00,2020-05-31 21:00:00,2020-05-31 22:00:00,2020-05-31,22
59.0,2020-05-31 22:54:00,73.0,2020-05-31 22:53:00,82.0,2020-05-31 22:53:00,2020-06-01 04:00:00,2020-05-31 22:00:00,2020-05-31 23:00:00,2020-05-31,23
57.9,2020-05-31 23:54:00,72.0,2020-05-31 23:53:00,84.0,2020-05-31 23:53:00,2020-06-01 05:00:00,2020-05-31 23:00:00,2020-06-01 00:00:00,2020-05-31,24
59.0,2020-06-01 00:54:00,69.1,2020-06-01 00:53:00,82.9,2020-06-01 00:53:00,2020-06-01 06:00:00,2020-06-01 00:00:00,2020-06-01 01:00:00,2020-06-01,1
59.0,2020-06-01 01:54:00,70.0,2020-06-01 01:53:00,82.0,2020-06-01 01:53:00,2020-06-01 07:00:00,2020-06-01 01:00:00,2020-06-01 02:00:00,2020-06-01,2
54.0,2020-06-01 02:54:00,69.1,2020-06-01 02:53:00,82.0,2020-06-01 02:53:00,2020-06-01 08:00:00,2020-06-01 02:00:00,2020-06-01 03:00:00,2020-06-01,3
53.1,2020-06-01 03:54:00,68.0,2020-06-01 03:53:00,81.0,2020-06-01 03:53:00,2020-06-01 09:00:00,2020-06-01 03:00:00,2020-06-01 04:00:00,2020-06-01,4
53.1,2020-06-01 04:54:00,69.1,2020-06-01 04:53:00,81.0,2020-06-01 04:53:00,2020-06-01 10:00:00,2020-06-01 04:00:00,2020-06-01 05:00:00,2020-06-01,5
51.1,2020-06-01 05:54:00,66.9,2020-06-01 05:53:00,81.0,2020-06-01 05:53:00,2020-06-01 11:00:00,2020-06-01 05:00:00,2020-06-01 06:00:00,2020-06-01,6
55.0,2020-06-01 06:54:00,64.9,2020-06-01 06:53:00,81.0,2020-06-01 06:53:00,2020-06-01 12:00:00,2020-06-01 06:00:00,2020-06-01 07:00:00,2020-06-01,7
59.0,2020-06-01 07:54:00,64.0,2020-06-01 07:53:00,81.0,2020-06-01 07:53:00,2020-06-01 13:00:00,2020-06-01 07:00:00,2020-06-01 08:00:00,2020-06-01,8
64.0,2020-06-01 08:54:00,69.1,2020-06-01 08:53:00,82.0,2020-06-01 08:53:00,2020-06-01 14:00:00,2020-06-01 08:00:00,2020-06-01 09:00:00,2020-06-01,9
66.9,2020-06-01 09:54:00,73.0,2020-06-01 09:53:00,82.9,2020-06-01 09:53:00,2020-06-01 15:00:00,2020-06-01 09:00:00,2020-06-01 10:00:00,2020-06-01,10
68.0,2020-06-01 10:54:00,75.9,2020-06-01 10:53:00,82.9,2020-06-01 10:53:00,2020-06-01 16:00:00,2020-06-01 10:00:00,2020-06-01 11:00:00,2020-06-01,11
70.0,2020-06-01 11:54:00,77.0,2020-06-01 11:53:00,84.0,2020-06-01 11:53:00,2020-06-01 17:00:00,2020-06-01 11:00:00,2020-06-01 12:00:00,2020-06-01,12
72.0,2020-06-01 12:54:00,80.1,2020-06-01 12:53:00,84.9,2020-06-01 12:53:00,2020-06-01 18:00:00,2020-06-01 12:00:00,2020-06-01 13:00:00,2020-06-01,13
71.1,2020-06-01 13:54:00,82.0,2020-06-01 13:53:00,86.0,2020-06-01 13:53:00,2020-06-01 19:00:00,2020-06-01 13:00:00,2020-06-01 14:00:00,2020-06-01,14
73.0,2020-06-01 14:54:00,84.9,2020-06-01 14:53:00,84.9,2020-06-01 14:53:00,2020-06-01 20:00:00,2020-06-01 14:00:00,2020-06-01 15:00:00,2020-06-01,15
73.0,2020-06-01 15:54:00,88.0,2020-06-01 15:53:00,86.0,2020-06-01 15:53:00,2020-06-01 21:00:00,2020-06-01 15:00:00,2020-06-01 16:00:00,2020-06-01,16
69.1,2020-06-01 16:54:00,89.1,2020-06-01 16:53:00,84.9,2020-06-01 16:53:00,2020-06-01 22:00:00,2020-06-01 16:00:00,2020-06-01 17:00:00,2020-06-01,17
73.0,2020-06-01 17:54:00,90.0,2020-06-01 17:53:00,84.0,2020-06-01 17:53:00,2020-06-01 23:00:00,2020-06-01 17:00:00,2020-06-01 18:00:00,2020-06-01,18
70.0,2020-06-01 18:54:00,90.0,2020-06-01 18:53:00,82.9,2020-06-01 18:53:00,2020-06-02 00:00:00,2020-06-01 18:00:00,2020-06-01 19:00:00,2020-06-01,19
68.0,2020-06-01 19:54:00,88.0,2020-06-01 19:53:00,82.9,2020-06-01 19:53:00,2020-06-02 01:00:00,2020-06-01 19:00:00,2020-06-01 20:00:00,2020-06-01,20
69.1,2020-06-01 20:54:00,82.9,2020-06-01 20:53:00,82.9,2020-06-01 20:53:00,2020-06-02 02:00:00,2020-06-01 20:00:00,2020-06-01 21:00:00,2020-06-01,21
68.0,2020-06-01 21:54:00,81.0,2020-06-01 21:53:00,81.0,2020-06-01 21:53:00,2020-06-02 03:00:00,2020-06-01 21:00:00,2020-06-01 22:00:00,2020-06-01,22
66.9,2020-06-01 22:54:00,82.9,2020-06-01 22:53:00,80.1,2020-06-01 22:53:00,2020-06-02 04:00:00,2020-06-01 22:00:00,2020-06-01 23:00:00,2020-06-01,23
64.0,2020-06-01 23:54:00,82.0,2020-06-01 23:53:00,81.0,2020-06-01 23:53:00,2020-06-02 05:00:00,2020-06-01 23:00:00,2020-06-02 00:00:00,2020-06-01,24
64.9,2020-06-02 00:54:00,81.0,2020-06-02 00:53:00,80.1,2020-06-02 00:53:00,2020-06-02 06:00:00,2020-06-02 00:00:00,2020-06-02 01:00:00,2020-06-02,1
63.0,2020-06-02 01:54:00,78.1,2020-06-02 01:53:00,78.1,2020-06-02 01:53:00,2020-06-02 07:00:00,2020-06-02 01:00:00,2020-06-02 02:00:00,2020-06-02,2
64.0,2020-06-02 02:54:00,78.1,2020-06-02 02:53:00,75.9,2020-06-02 02:53:00,2020-06-02 08:00:00,2020-06-02 02:00:00,2020-06-02 03:00:00,2020-06-02,3
63.0,2020-06-02 03:54:00,77.0,2020-06-02 03:53:00,75.0,2020-06-02 03:53:00,2020-06-02 09:00:00,2020-06-02 03:00:00,2020-06-02 04:00:00,2020-06-02,4
61.0,2020-06-02 04:54:00,75.9,2020-06-02 04:53:00,75.0,2020-06-02 04:53:00,2020-06-02 10:00:00,2020-06-02 04:00:00,2020-06-02 05:00:00,2020-06-02,5
60.1,2020-06-02 05:54:00,73.9,2020-06-02 05:53:00,75.9,2020-06-02 05:53:00,2020-06-02 11:00:00,2020-06-02 05:00:00,2020-06-02 06:00:00,2020-06-02,6
63.0,2020-06-02 06:54:00,75.0,2020-06-02 06:53:00,78.1,2020-06-02 06:53:00,2020-06-02 12:00:00,2020-06-02 06:00:00,2020-06-02 07:00:00,2020-06-02,7
70.0,2020-06-02 07:54:00,79.0,2020-06-02 07:53:00,82.0,2020-06-02 07:53:00,2020-06-02 13:00:00,2020-06-02 07:00:00,2020-06-02 08:00:00,2020-06-02,8
73.9,2020-06-02 08:54:00,81.0,2020-06-02 08:53:00,84.0,2020-06-02 08:53:00,2020-06-02 14:00:00,2020-06-02 08:00:00,2020-06-02 09:00:00,2020-06-02,9
78.1,2020-06-02 09:54:00,82.9,2020-06-02 09:53:00,84.0,2020-06-02 09:53:00,2020-06-02 15:00:00,2020-06-02 09:00:00,2020-06-02 10:00:00,2020-06-02,10
80.1,2020-06-02 10:54:00,84.9,2020-06-02 10:53:00,84.9,2020-06-02 10:53:00,2020-06-02 16:00:00,2020-06-02 10:00:00,2020-06-02 11:00:00,2020-06-02,11
82.9,2020-06-02 11:54:00,87.1,2020-06-02 11:53:00,87.1,2020-06-02 11:53:00,2020-06-02 17:00:00,2020-06-02 11:00:00,2020-06-02 12:00:00,2020-06-02,12
84.0,2020-06-02 12:54:00,86.0,2020-06-02 12:53:00,88.0,2020-06-02 12:53:00,2020-06-02 18:00:00,2020-06-02 12:00:00,2020-06-02 13:00:00,2020-06-02,13
84.9,2020-06-02 13:54:00,89.1,2020-06-02 13:53:00,89.1,2020-06-02 13:53:00,2020-06-02 19:00:00,2020-06-02 13:00:00,2020-06-02 14:00:00,2020-06-02,14
86.0,2020-06-02 14:54:00,89.1,2020-06-02 14:53:00,88.0,2020-06-02 14:53:00,2020-06-02 20:00:00,2020-06-02 14:00:00,2020-06-02 15:00:00,2020-06-02,15
84.9,2020-06-02 15:54:00,87.1,2020-06-02 15:53:00,84.9,2020-06-02 15:53:00,2020-06-02 21:00:00,2020-06-02 15:00:00,2020-06-02 16:00:00,2020-06-02,16
84.0,2020-06-02 16:54:00,80.1,2020-06-02 16:53:00,88.0,2020-06-02 16:53:00,2020-06-02 22:00:00,2020-06-02 16:00:00,2020-06-02 17:00:00,2020-06-02,17
86.0,2020-06-02 17:54:00,71.1,2020-06-02 17:53:00,89.1,2020-06-02 17:53:00,2020-06-02 23:00:00,2020-06-02 17:00:00,2020-06-02 18:00:00,2020-06-02,18
82.9,2020-06-02 18:54:00,66.9,2020-06-02 18:53:00,88.0,2020-06-02 18:53:00,2020-06-03 00:00:00,2020-06-02 18:00:00,2020-06-02 19:00:00,2020-06-02,19
80.1,2020-06-02 19:54:00,66.9,2020-06-02 19:53:00,84.9,2020-06-02 19:53:00,2020-06-03 01:00:00,2020-06-02 19:00:00,2020-06-02 20:00:00,2020-06-02,20
75.9,2020-06-02 20:54:00,68.0,2020-06-02 20:53:00,84.0,2020-06-02 20:53:00,2020-06-03 02:00:00,2020-06-02 20:00:00,2020-06-02 21:00:00,2020-06-02,21
75.9,2020-06-02 21:54:00,66.0,2020-06-02 21:53:00,82.9,2020-06-02 21:53:00,2020-06-03 03:00:00,2020-06-02 21:00:00,2020-06-02 22:00:00,2020-06-02,22
73.0,2020-06-02 22:54:00,64.9,2020-06-02 22:53:00,82.0,2020-06-02 22:53:00,2020-06-03 04:00:00,2020-06-02 22:00:00,2020-06-02 23:00:00,2020-06-02,23
71.1,2020-06-02 23:54:00,66.0,2020-06-02 23:53:00,82.0,2020-06-02 23:53:00,2020-06-03 05:00:00,2020-06-02 23:00:00,2020-06-03 00:00:00,2020-06-02,24
71.1,2020-06-03 00:54:00,64.9,2020-06-03 00:53:00,82.0,2020-06-03 00:53:00,2020-06-03 06:00:00,2020-06-03 00:00:00,2020-06-03 01:00:00,2020-06-03,1
72.0,2020-06-03 01:54:00,64.9,2020-06-03 01:53:00,81.0,2020-06-03 01:53:00,2020-06-03 07:00:00,2020-06-03 01:00:00,2020-06-03 02:00:00,2020-06-03,2
71.1,2020-06-03 02:54:00,64.0,2020-06-03 02:53:00,81.0,2020-06-03 02:53:00,2020-06-03 08:00:00,2020-06-03 02:00:00,2020-06-03 03:00:00,2020-06-03,3
70.0,2020-06-03 03:54:00,63.0,2020-06-03 03:53:00,79.0,2020-06-03 03:53:00,2020-06-03 09:00:00,2020-06-03 03:00:00,2020-06-03 04:00:00,2020-06-03,4
69.1,2020-06-03 04:54:00,64.0,2020-06-03 04:53:00,80.1,2020-06-03 04:53:00,2020-06-03 10:00:00,2020-06-03 04:00:00,2020-06-03 05:00:00,2020-06-03,5
68.0,2020-06-03 05:54:00,63.0,2020-06-03 05:53:00,79.0,2020-06-03 05:53:00,2020-06-03 11:00:00,2020-06-03 05:00:00,2020-06-03 06:00:00,2020-06-03,6
70.0,2020-06-03 06:54:00,64.9,2020-06-03 06:53:00,81.0,2020-06-03 06:53:00,2020-06-03 12:00:00,2020-06-03 06:00:00,2020-06-03 07:00:00,2020-06-03,7
71.1,2020-06-03 07:54:00,68.0,2020-06-03 07:53:00,82.9,2020-06-03 07:53:00,2020-06-03 13:00:00,2020-06-03 07:00:00,2020-06-03 08:00:00,2020-06-03,8
75.0,2020-06-03 08:54:00,72.0,2020-06-03 08:53:00,84.9,2020-06-03 08:53:00,2020-06-03 14:00:00,2020-06-03 08:00:00,2020-06-03 09:00:00,2020-06-03,9
79.0,2020-06-03 09:54:00,75.0,2020-06-03 09:53:00,82.9,2020-06-03 09:53:00,2020-06-03 15:00:00,2020-06-03 09:00:00,2020-06-03 10:00:00,2020-06-03,10
82.0,2020-06-03 10:54:00,77.0,2020-06-03 10:53:00,80.1,2020-06-03 10:53:00,2020-06-03 16:00:00,2020-06-03 10:00:00,2020-06-03 11:00:00,2020-06-03,11
84.0,2020-06-03 11:54:00,78.1,2020-06-03 11:53:00,80.1,2020-06-03 11:53:00,2020-06-03 17:00:00,2020-06-03 11:00:00,2020-06-03 12:00:00,2020-06-03,12
86.0,2020-06-03 12:54:00,80.1,2020-06-03 12:53:00,82.0,2020-06-03 12:53:00,2020-06-03 18:00:00,2020-06-03 12:00:00,2020-06-03 13:00:00,2020-06-03,13
87.1,2020-06-03 13:54:00,81.0,2020-06-03 13:53:00,84.9,2020-06-03 13:53:00,2020-06-03 19:00:00,2020-06-03 13:00:00,2020-06-03 14:00:00,2020-06-03,14
84.9,2020-06-03 14:54:00,82.0,2020-06-03 14:53:00,81.0,2020-06-03 14:53:00,2020-06-03 20:00:00,2020-06-03 14:00:00,2020-06-03 15:00:00,2020-06-03,15
86.0,2020-06-03 15:54:00,82.0,2020-06-03 15:53:00,80.1,2020-06-03 15:53:00,2020-06-03 21:00:00,2020-06-03 15:00:00,2020-06-03 16:00:00,2020-06-03,16
86.0,2020-06-03 16:54:00,82.0,2020-06-03 16:53:00,82.0,2020-06-03 16:53:00,2020-06-03 22:00:00,2020-06-03 16:00:00,2020-06-03 17:00:00,2020-06-03,17
84.9,2020-06-03 17:54:00,82.0,2020-06-03 17:53:00,81.0,2020-06-03 17:53:00,2020-06-03 23:00:00,2020-06-03 17:00:00,2020-06-03 18:00:00,2020-06-03,18
82.0,2020-06-03 18:54:00,78.1,2020-06-03 18:53:00,81.0,2020-06-03 18:53:00,2020-06-04 00:00:00,2020-06-03 18:00:00,2020-06-03 19:00:00,2020-06-03,19
75.9,2020-06-03 19:54:00,77.0,2020-06-03 19:53:00,81.0,2020-06-03 19:53:00,2020-06-04 01:00:00,2020-06-03 19:00:00,2020-06-03 20:00:00,2020-06-03,20
73.9,2020-06-03 20:54:00,77.0,2020-06-03 20:53:00,78.1,2020-06-03 20:53:00,2020-06-04 02:00:00,2020-06-03 20:00:00,2020-06-03 21:00:00,2020-06-03,21
73.9,2020-06-03 21:54:00,73.0,2020-06-03 21:53:00,79.0,2020-06-03 21:53:00,2020-06-04 03:00:00,2020-06-03 21:00:00,2020-06-03 22:00:00,2020-06-03,22
73.9,2020-06-03 22:54:00,71.1,2020-06-03 22:53:00,79.0,2020-06-03 22:53:00,2020-06-04 04:00:00,2020-06-03 22:00:00,2020-06-03 23:00:00,2020-06-03,23
73.0,2020-06-03 23:54:00,69.1,2020-06-03 23:53:00,75.9,2020-06-03 23:53:00,2020-06-04 05:00:00,2020-06-03 23:00:00,2020-06-04 00:00:00,2020-06-03,24
72.0,2020-06-04 00:54:00,68.0,2020-06-04 00:53:00,77.0,2020-06-04 00:53:00,2020-06-04 06:00:00,2020-06-04 00:00:00,2020-06-04 01:00:00,2020-06-04,1
69.1,2020-06-04 01:54:00,64.9,2020-06-04 01:53:00,75.9,2020-06-04 01:53:00,2020-06-04 07:00:00,2020-06-04 01:00:00,2020-06-04 02:00:00,2020-06-04,2
68.0,2020-06-04 02:54:00,66.0,2020-06-04 02:53:00,75.9,2020-06-04 02:53:00,2020-06-04 08:00:00,2020-06-04 02:00:00,2020-06-04 03:00:00,2020-06-04,3
66.9,2020-06-04 03:54:00,66.0,2020-06-04 03:53:00,73.9,2020-06-04 03:53:00,2020-06-04 09:00:00,2020-06-04 03:00:00,2020-06-04 04:00:00,2020-06-04,4
66.0,2020-06-04 04:54:00,64.0,2020-06-04 04:53:00,75.0,2020-06-04 04:53:00,2020-06-04 10:00:00,2020-06-04 04:00:00,2020-06-04 05:00:00,2020-06-04,5
66.0,2020-06-04 05:54:00,63.0,2020-06-04 05:53:00,73.0,2020-06-04 05:53:00,2020-06-04 11:00:00,2020-06-04 05:00:00,2020-06-04 06:00:00,2020-06-04,6
66.9,2020-06-04 06:54:00,64.0,2020-06-04 06:53:00,77.0,2020-06-04 06:53:00,2020-06-04 12:00:00,2020-06-04 06:00:00,2020-06-04 07:00:00,2020-06-04,7
69.1,2020-06-04 07:54:00,70.0,2020-06-04 07:53:00,80.1,2020-06-04 07:53:00,2020-06-04 13:00:00,2020-06-04 07:00:00,2020-06-04 08:00:00,2020-06-04,8
70.0,2020-06-04 08:54:00,73.0,2020-06-04 08:53:00,82.0,2020-06-04 08:53:00,2020-06-04 14:00:00,2020-06-04 08:00:00,2020-06-04 09:00:00,2020-06-04,9
73.9,2020-06-04 09:54:00,77.0,2020-06-04 09:53:00,86.0,2020-06-04 09:53:00,2020-06-04 15:00:00,2020-06-04 09:00:00,2020-06-04 10:00:00,2020-06-04,10
75.9,2020-06-04 10:54:00,80.1,2020-06-04 10:53:00,87.1,2020-06-04 10:53:00,2020-06-04 16:00:00,2020-06-04 10:00:00,2020-06-04 11:00:00,2020-06-04,11
78.1,2020-06-04 11:54:00,82.0,2020-06-04 11:53:00,88.0,2020-06-04 11:53:00,2020-06-04 17:00:00,2020-06-04 11:00:00,2020-06-04 12:00:00,2020-06-04,12
79.0,2020-06-04 12:54:00,81.0,2020-06-04 12:53:00,90.0,2020-06-04 12:53:00,2020-06-04 18:00:00,2020-06-04 12:00:00,2020-06-04 13:00:00,2020-06-04,13
82.0,2020-06-04 13:54:00,82.9,2020-06-04 13:53:00,91.0,2020-06-04 13:53:00,2020-06-04 19:00:00,2020-06-04 13:00:00,2020-06-04 14:00:00,2020-06-04,14
82.9,2020-06-04 14:54:00,84.0,2020-06-04 14:53:00,88.0,2020-06-04 14:53:00,2020-06-04 20:00:00,2020-06-04 14:00:00,2020-06-04 15:00:00,2020-06-04,15
